date,servo_stress_index
2021-09-03,0.22080053941395572
2021-09-04,0.1452996313870374
2021-09-05,0.1470157384369839
2021-09-05,0.18215500628036374
2021-09-06,0.14348082932957038
2021-09-07,0.16188552764338515
2021-09-08,0.14739929048289502
2021-09-09,0.15558059540933994
2021-09-10,0.2499455404521284
2021-09-11,0.15917785930381434
2021-09-12,0.19075521811301085
2021-09-13,0.7087970519966078
2021-09-14,0.1487105626487243
2021-09-15,0.14203565219483208
2021-09-16,0.15557137821346645
2021-09-17,0.1584551372940574
2021-09-18,0.14739926895365435
2021-09-19,0.24007501207209592
2021-09-20,0.145333501151806
2021-09-21,0.16241072568616532
2021-09-22,0.14414698798257766
2021-09-23,0.15424424490576924
2021-09-24,0.14935719160854832
2021-09-25,0.14273096447589986
2021-09-26,0.24953416441815263
2021-09-27,0.15883087153374933
2021-09-27,0.1522470409750863
2021-09-28,0.18412362599823984
2021-09-29,0.14644023966919442
2021-09-30,0.15962856236575318
2021-10-01,0.14615989228026233
2021-10-02,0.1461426635650459
2021-10-03,0.15358162892577717
2021-10-04,0.1441224246595347
2021-10-28,0.16563702361601457
2021-10-29,0.14330380214400157
2021-10-30,0.14572512823086586
2021-10-31,0.14146533852009657
2021-11-01,0.1434655604348799
2021-11-02,0.14337589731805012
2021-11-03,0.14431358548138518
2021-11-04,0.14584431284192037
2021-11-05,0.14436255772764134
2021-11-06,0.14584286399075927
2021-11-07,0.1449623823545851
2021-11-08,0.14511830090696654
2021-11-09,0.14105925187076368
2021-11-10,0.1425202444794601
2021-11-11,0.14791961006567717
2021-11-12,0.14059803302852972
2021-11-13,0.14437054487142295
2021-11-13,0.1387134163576824
2021-11-14,0.14504505391931827
2021-11-15,0.14572645028020179
2021-11-16,0.14263369442002144
2021-11-17,0.14470167524050093
2021-11-18,0.14591842598424987
2021-11-19,0.14546953322411693
2021-11-20,0.14873194507238627
2021-11-21,0.14574087843693995
2021-11-22,0.14334197710847776
2021-11-23,0.1433732252794615
2021-11-24,0.14292094702718755
2021-11-25,0.13943329897931273
2021-11-26,0.1388296907020361
2021-11-27,0.14095678563132372
2021-11-28,0.1421024038422594
2021-11-29,0.22998761796059244
2021-11-30,0.14468758054599695
2021-12-01,0.16126512835420165
2021-12-02,0.1435386142695
2021-12-03,0.15450102562835
2021-12-04,0.14313086106991557
2021-12-05,0.14117939358757514
2021-12-06,0.14167038745530267
2021-12-07,0.14073573584488536
2021-12-07,0.14190329247487737
2021-12-08,0.13882246516270497
2021-12-09,0.15046962594666555
2021-12-10,0.14190341205083937
2021-12-11,0.1436061935869487
2021-12-12,0.15392785305093934
2021-12-13,0.14545902869502095
2021-12-14,0.13843766837740853
2021-12-15,0.16068957575376752
2021-12-16,0.13766802751565294
2021-12-17,0.14998531539357085
2021-12-18,0.24848140490607118
2021-12-19,0.09782863466742356
2021-12-20,0.18826889797294716
2021-12-21,0.14084543099140323
2021-12-22,0.13762710774789857
2021-12-23,0.1428378375240293
2021-12-24,0.14236748695026963
2021-12-25,0.1468619623652782
2021-12-26,0.15371268730440119
2021-12-27,0.14059341859194008
2021-12-28,0.13897207528404856
2021-12-29,0.15749808381873265
2021-12-30,0.14459111665781552
2021-12-30,0.24822826771505832
2021-12-31,0.20402479421061387
2022-01-01,0.14146405867166092
2022-01-02,0.14240934743844808
2022-01-03,0.14918284370399854
2022-01-04,0.14391087307374476
2022-01-05,0.14327493089361965
2022-01-06,0.14827103796809832
2022-01-07,0.1626227510579336
2022-01-08,0.15806511276257168
2022-01-09,0.1724589450024095
2022-01-10,0.2481431343929182
2022-01-11,0.24900281371325345
2022-01-12,0.14373198381238667
2022-01-13,0.1639160201536503
2022-01-14,0.13915715616438004
2022-01-15,0.1389620716873712
2022-01-16,0.13736881301420617
2022-01-17,0.13837584492206875
2022-01-18,0.15178153288671392
2022-01-19,0.15406576025106564
2022-01-20,0.17127592901348454
2022-01-21,0.24823594428717632
2022-01-22,0.16313140372479545
2022-01-22,0.24064854420889334
2022-01-23,0.1433921010548332
2022-01-24,0.14059913471589805
2022-01-25,0.14321251977184427
2022-01-26,0.15247166569341525
2022-01-27,0.13997100494235049
2022-01-28,0.14964951853729627
2022-01-29,0.15183854327927465
2022-01-30,0.20708099772441915
2022-01-31,0.1734455797308153
2022-02-01,0.15359344856589763
2022-02-02,0.1738789436773519
2022-02-03,0.14014177314339166
2022-02-04,0.13750568118026266
2022-02-05,0.2474140605612466
2022-02-06,0.14251945226547974
2022-02-07,0.1405209721999684
2022-02-08,0.14191115271700497
2022-02-09,0.15634971969133032
2022-02-10,0.1503439816634093
2022-02-11,0.1515657619682711
2022-02-12,0.1781409101264126
2022-02-13,0.18953670976606374
2022-02-14,0.2068436234051391
2022-02-14,0.1424177594688831
2022-02-15,0.14027343893723956
2022-02-16,0.17669286339999635
2022-02-17,0.14386214494953414
2022-02-18,0.14185839228906744
2022-02-19,0.1398657187105646
2022-02-20,0.1388439882537919
2022-02-21,0.1485299384831084
2022-02-22,0.14128453911252595
2022-02-23,0.1409372315764116
2022-02-24,0.2469739837264599
2022-02-25,0.15394728949226372
2022-02-26,0.14045081479841148
2022-02-27,0.1391677181950028
2022-02-28,0.14506852391126135
2022-03-01,0.14066172650116118
2022-03-02,0.14277225063077087
2022-03-03,0.16095906234760549
2022-03-04,0.17356293529300965
2022-03-05,0.14271182291243464
2022-03-06,0.2456753708353277
2022-03-07,0.09668362139606942
2022-03-08,0.24678028643096514
2022-03-09,0.14145810675585752
2022-03-09,0.13866299596765203
2022-03-10,0.22830569508491994
2022-03-11,0.1447962488663101
2022-03-12,0.18566401404645005
2022-03-13,0.14624945274231244
2022-03-14,0.24102633662502165
2022-03-15,0.16187495522761303
2022-03-16,0.17741788171192116
2022-03-17,0.1409141034072595
2022-03-18,0.1255411472841446
2022-03-19,0.13995571566181259
2022-03-20,0.14111272397875518
2022-03-21,0.1404413691936987
2022-03-22,0.09810906198919579
2022-03-23,0.14767177975497828
2022-03-24,0.1411845367266199
2022-03-25,0.148501647914851
2022-03-26,0.13962469457446985
2022-03-27,0.1389443811373059
2022-03-28,0.22401216229046295
2022-03-29,0.24736705721830943
2022-03-30,0.09831288525140985
2022-03-31,0.14750588220865601
2022-04-01,0.14223548763114524
2022-04-01,0.13846095351662233
2022-04-02,0.14003616668458346
2022-04-03,0.1412621671705689
2022-04-04,0.14630296120279732
2022-04-05,0.1405304838194871
2022-04-06,0.13985349684583478
2022-04-07,0.14479489027193468
2022-04-08,0.14248011529817473
2022-04-09,0.22257617935150337
2022-04-10,0.1419019155154772
2022-04-11,0.24760535854683363
2022-04-12,0.23015492001142218
2022-04-13,0.2475142529094872
2022-04-14,0.09721655036289374
2022-04-15,0.09735417099639915
2022-04-16,0.09760905078677296
2022-04-17,0.11310140239982741
2022-04-18,0.1516377217476339
2022-04-19,0.14592050712274585
2022-04-20,0.2300610257992212
2022-04-21,0.2469151224509431
2022-04-22,0.09765595324589753
2022-04-23,0.15152425755388713
2022-04-24,0.14184277030429607
2022-04-25,0.1393312311392779
2022-04-25,0.14315622839435094
2022-04-26,0.14251765690213716
2022-04-27,0.13972873815920922
2022-04-28,0.16243690059010624
2022-04-29,0.19311762941891011
2022-04-30,0.13941638797901032
2022-05-01,0.24567079305810546
2022-05-02,0.09576795448679766
2022-05-03,0.09530821270211806
2022-05-04,0.09581242238388829
2022-05-05,0.1407619944080769
2022-05-06,0.14338192505881434
2022-05-07,0.14254519889895595
2022-05-08,0.14927478996839008
2022-05-09,0.14023513776143653
2022-05-10,0.1521524297965722
2022-05-11,0.155682153276918
2022-05-12,0.23171258087469682
2022-05-13,0.09851397885390085
2022-05-14,0.09727942515391907
2022-05-15,0.09704687110359733
2022-05-16,0.1714061896154483
2022-05-17,0.14326924858478307
2022-05-18,0.1427778758437786
2022-05-18,0.10031566485231888
2022-05-19,0.09801956246384683
2022-05-20,0.12470882398826971
2022-05-21,0.0985860383665355
2022-05-22,0.17327976628613231
2022-05-23,0.24939443497489822
2022-05-24,0.15470778568255944
2022-05-25,0.13684386533846296
2022-05-26,0.14134615794659955
2022-05-27,0.15148064866779345
2022-05-28,0.15994992866032726
2022-05-29,0.14158428950105248
2022-05-30,0.14219922198961435
2022-05-31,0.15792058266388245
2022-06-01,0.1614303495029057
2022-06-02,0.2977819069389593
2022-06-03,0.1429268393272051
2022-06-04,0.15792184189105582
2022-06-05,0.14992531780078494
2022-06-06,0.09816807031035471
2022-06-07,0.1359858464627296
2022-06-08,0.1515050088593943
2022-06-09,0.1420617909272299
2022-06-09,0.1440221063507077
2022-06-10,0.14571467063966456
2022-06-11,0.17618924065518843
2022-06-12,0.14438204596834178
2022-06-13,0.24826079361739245
2022-06-14,0.14068492206632327
2022-06-15,0.22693780897739568
2022-06-16,0.09476333118972609
2022-06-17,0.11419479449755905
2022-06-18,0.11762582221373777
2022-06-19,0.09728482303685287
2022-06-20,0.14258965598707807
2022-06-21,0.14116009723797207
2022-06-22,0.23401556987734778
2022-06-23,0.11056356515964484
2022-06-24,0.14677657565579105
2022-06-25,0.15549157920240592
2022-06-26,0.14458308401876516
2022-06-27,0.23011866945989087
2022-06-28,0.2473591268746936
2022-06-29,0.09713851008155253
2022-06-30,0.10039261025394447
2022-07-01,0.15049244144645346
2022-07-02,0.1389648476490227
2022-07-02,0.13623158037382838
2022-07-03,0.13989735125137698
2022-07-04,0.15814321050408267
2022-07-05,0.20314355500701742
2022-07-06,0.2473136983287938
2022-07-07,0.22895525531005928
2022-07-08,0.1955593736377613
2022-07-09,0.13551126005558412
2022-07-10,0.10541101113722046
2022-07-11,0.24727263723400264
2022-07-12,0.15682373571568065
2022-07-13,0.1404658946837957
2022-07-14,0.14202142678066965
2022-07-15,0.1436889605237823
2022-07-16,0.14269605801762084
2022-07-17,0.16016872764775014
2022-07-18,0.14106961682161498
2022-07-19,0.2372688927416471
2022-07-20,0.2401297381729292
2022-07-21,0.09853040634670433
2022-07-22,0.23777512198463147
2022-07-23,0.09720177574743609
2022-07-24,0.09731293432902924
2022-07-25,0.1564204575299705
2022-07-26,0.13948686133827182
2022-07-26,0.21202652078832523
2022-07-27,0.14287641611413626
2022-07-28,0.15238602929099432
2022-07-29,0.1486868179837374
2022-07-30,0.15183248598227764
2022-07-31,0.14140601043073353
2022-08-01,0.24658221878577696
2022-08-02,0.18812806152156086
2022-08-03,0.09755700994525605
2022-08-04,0.11868174149122382
2022-08-05,0.1401494106591578
2022-08-06,0.14239561971396833
2022-08-07,0.14025225701438832
2022-08-08,0.13973130552644605
2022-08-09,0.194865404079592
2022-08-10,0.1395943418940439
2022-08-11,0.11370801747937898
2022-08-12,0.13680123383601564
2022-08-13,0.14926641792537945
2022-08-14,0.14591523159992975
2022-08-15,0.11948959089385738
2022-08-16,0.2463961284408741
2022-08-17,0.14157490198534844
2022-08-18,0.13787548821348725
2022-08-18,0.17001048923015694
2022-08-19,0.1496215879754875
2022-08-20,0.1438113985619009
2022-08-21,0.15226731049965514
2022-08-22,0.1682448070902731
2022-08-23,0.16291732513745702
2022-08-24,0.1433513828321809
2022-08-25,0.16031070571634032
2022-08-26,0.2491153756914023
2022-08-27,0.09861194158356626
2022-08-28,0.12407654523539097
2022-08-29,0.14258411500368784
2022-08-30,0.1436841760360032
2022-08-31,0.1432330269582549
2022-09-01,0.15788752943789094
2022-09-02,0.16332115986923218
2022-09-03,0.16690721126268068
2022-09-04,0.15309202514076495
2022-09-05,0.14231823154932
2022-09-06,0.1405191540487456
2022-09-07,0.21752407650881497
2022-09-08,0.24719879866470026
2022-09-09,0.097690038967156
2022-09-10,0.14475121156351234
2022-09-10,0.14296412431437142
2022-09-11,0.14345318019210385
2022-09-12,0.14413534176269532
2022-09-13,0.102689090182665
2022-09-14,0.12908072157011416
2022-09-15,0.16491983959438158
2022-09-16,0.19161156211845548
2022-09-17,0.20625265985005564
2022-09-18,0.24044128442492224
2022-09-19,0.22793263775173905
2022-09-20,0.2481602131876461
2022-09-21,0.15272831655608327
2022-09-22,0.14329845457052975
2022-09-23,0.14460515183590053
2022-09-24,0.146575658294448
2022-09-25,0.15151471748950116
2022-09-26,0.2251696438168303
2022-09-27,0.1843367103372464
2022-09-28,0.1867743439444395
2022-09-29,0.18967209439080687
2022-09-30,0.09690649014531545
2022-10-01,0.15489081096199106
2022-10-02,0.09691338420951667
2022-10-03,0.14401437530723366
2022-10-03,0.14096489594360934
2022-10-04,0.141378436504184
2022-10-05,0.1400916713239493
2022-10-06,0.24743906408296035
2022-10-07,0.15508052179711654
2022-10-08,0.21426782914974654
2022-10-09,0.24262104785108027
2022-10-10,0.16617360160385522
2022-10-11,0.09842721287687106
2022-10-12,0.11266994073791255
2022-10-13,0.1318335504198986
2022-10-14,0.150098419940422
2022-10-15,0.14332270430086516
2022-10-16,0.14331501918993067
2022-10-17,0.09815156932360627
2022-10-18,0.1897978931258139
2022-10-19,0.14261116574685587
2022-10-20,0.14213502101514444
2022-10-21,0.20558129653599216
2022-10-22,0.17932272711655411
2022-10-23,0.2473572650903365
2022-10-24,0.247314861082684
2022-10-25,0.2228896647200016
2022-10-26,0.09936246845123607
2022-10-26,0.2117649683652214
2022-10-27,0.11403270221823127
2022-10-28,0.14096403767622556
2022-10-29,0.24706804421889741
2022-10-30,0.17100518965649952
2022-10-31,0.09948712588556578
2022-11-01,0.09789326614781059
2022-11-02,0.09746006953649351
2022-11-03,0.2207112829152218
2022-11-04,0.21482877216946955
2022-11-05,0.0976970115214018
2022-11-06,0.24786594660831884
2022-11-07,0.24813508849217958
2022-11-08,0.22430705221215894
2022-11-09,0.2204716143942431
2022-11-10,0.13548291792657463
2022-11-11,0.1401948204349211
2022-11-12,0.18427560211341076
2022-11-13,0.10793535820155369
2022-11-14,0.10979359915472416
2022-11-15,0.24910768926768845
2022-11-16,0.14507380147568844
2022-11-17,0.14044092081829537
2022-11-18,0.24645596530820868
2022-11-18,0.13879040370183549
2022-11-19,0.1646372158856297
2022-11-20,0.14074600758194486
2022-11-21,0.1428613502622793
2022-11-22,0.14464912098916655
2022-11-23,0.15722000296043595
2022-11-24,0.14407261851557912
2022-11-25,0.13646702689664403
2022-11-26,0.14055327342474247
2022-11-28,0.10914319786252052
2022-12-01,0.09436839126005936
2022-12-02,0.14211056538218136
2022-12-03,0.14266325882304928
2022-12-04,0.14224230142380334
2022-12-05,0.13847488152336762
2022-12-06,0.1597784758193022
2022-12-07,0.17428736187860872
2022-12-08,0.14269714109959447
2022-12-09,0.2039455687807804
2022-12-10,0.2480431310478319
2022-12-11,0.0990545053072418
2022-12-12,0.09903397281562698
2022-12-13,0.14420622772011182
2022-12-14,0.14154697441932168
2022-12-15,0.1410786235714927
2022-12-16,0.14046356159637183
2022-12-17,0.1372561139722172
2022-12-17,0.24808239106105306
2022-12-18,0.14237033939511828
2022-12-19,0.13891184650515664
2022-12-20,0.15129108235472155
2022-12-21,0.24771326377887398
2022-12-22,0.1615241288342757
2022-12-23,0.09867672511964397
2022-12-24,0.24861010575240716
2022-12-25,0.14199774850781818
2022-12-26,0.13835506114643067
2022-12-27,0.14036071347729281
2022-12-28,0.14018561242879743
2022-12-29,0.20084492140309929
2022-12-30,0.181660035293357
2022-12-31,0.24717057782662538
2023-01-01,0.1431070193899161
2023-01-02,0.13805118863483357
2023-01-03,0.19325795038961832
2023-01-04,0.15902537283886758
2023-01-05,0.09582749120465844
2023-01-06,0.09665194963862914
2023-01-07,0.14599094837348908
2023-01-08,0.13821395111514298
2023-01-09,0.13819281115184395
2023-01-09,0.14093476502832103
2023-01-10,0.1396151416317551
2023-01-11,0.14949179816735225
2023-01-12,0.2445202419948673
2023-01-13,0.1773399329388049
2023-01-14,0.14095436595726818
2023-01-15,0.2274311784085813
2023-01-16,0.09872379715544385
2023-01-17,0.1919581001450989
2023-01-18,0.23666180677848966
2023-01-19,0.10480944681266355
2023-01-20,0.14311332194943835
2023-01-21,0.14016996092842465
2023-01-22,0.13799384012603866
2023-01-23,0.13880993995073243
2023-01-24,0.14107328861982443
2023-01-25,0.13716731350075714
2023-01-26,0.14823288540381185
2023-01-27,0.21859887088979668
2023-01-28,0.24803395136710515
2023-01-29,0.15659817433326773
2023-01-30,0.09605964197180668
2023-01-31,0.0979732954245939
2023-02-01,0.14304628526128943
2023-02-01,0.1433178852227475
2023-02-02,0.14228416395143068
2023-02-03,0.1421118307202581
2023-02-04,0.14554876823041535
2023-02-05,0.14072147121962109
2023-02-06,0.2467637019017302
2023-02-07,0.17550959389325527
2023-02-08,0.1405119408846626
2023-02-09,0.24592187729828263
2023-02-10,0.10544577951480372
2023-02-11,0.09808275908906255
2023-02-12,0.21411308372080468
2023-02-13,0.15414279493329636
2023-02-14,0.13837718211934627
2023-02-15,0.18812250139326314
2023-02-16,0.2442929509591638
2023-02-17,0.1366193752044415
2023-02-18,0.1423527526568889
2023-02-19,0.1739165525263977
2023-02-20,0.1863461429191537
2023-02-21,0.12587020059253576
2023-02-22,0.09693428883816975
2023-02-23,0.09781871317544054
2023-02-24,0.24930700688523202
2023-02-24,0.24615958438557028
2023-02-25,0.20452543233761133
2023-02-26,0.14091805253332979
2023-02-27,0.24642943470377082
2023-02-28,0.15249875100139149
2023-03-01,0.14299163448563826
2023-03-02,0.1400440972529039
2023-03-03,0.1566824628391842
2023-03-04,0.14421689469850074
2023-03-05,0.11405112928590383
2023-03-06,0.14392800890707896
2023-03-07,0.24399114388402365
2023-03-08,0.13200444590570554
2023-03-09,0.14342080734370632
2023-03-10,0.10185942380825018
2023-03-11,0.1430778701787178
2023-03-12,0.24737329082932027
2023-03-13,0.14538134528269148
2023-03-14,0.13838798779903155
2023-03-15,0.14413543056834488
2023-03-16,0.23448424398601442
2023-03-17,0.23668536698225856
2023-03-18,0.13925961747609633
2023-03-19,0.14279191780469416
2023-03-19,0.13997320033698923
2023-03-20,0.28191655832835966
2023-03-21,0.1295897377588169
2023-03-22,0.24812636622981704
2023-03-23,0.09919134976398683
2023-03-24,0.14681451507649662
2023-03-25,0.1444634817492499
2023-03-26,0.15031275610517866
2023-03-27,0.21138510502533994
2023-03-28,0.14754519309653963
2023-03-29,0.15100412249858258
2023-03-30,0.1931288359565647
2023-03-31,0.18809413026302935
2023-04-01,0.16561909908479777
2023-04-02,0.151067442918526
2023-04-03,0.20026265183229058
2023-04-04,0.1544242818881416
2023-04-05,0.14327635194837174
2023-04-06,0.14298826665860964
2023-04-07,0.14324542046697414
2023-04-08,0.14248736999248113
2023-04-09,0.14149397806004535
2023-04-10,0.14178783610608214
2023-04-10,0.1379055116289179
2023-04-11,0.14305778891014448
2023-04-12,0.14379157160553227
2023-04-13,0.1439719569904049
2023-04-14,0.1431482671872248
2023-04-15,0.1426237641419276
2023-04-16,0.14319861602776351
2023-04-17,0.14207463099619688
2023-04-18,0.14318290269458386
2023-04-19,0.14425053554139394
2023-04-20,0.14429051426027867
2023-04-21,0.1433277121477429
2023-04-22,0.14313731401770244
2023-04-23,0.14237020223848118
2023-04-24,0.14280855133409798
2023-04-25,0.14328117553602832
2023-04-26,0.14414179690564075
2023-04-27,0.1434489581548628
2023-04-28,0.14464150055327024
2023-04-29,0.14390436849408794
2023-04-30,0.14285576256284888
2023-05-01,0.14295113743641197
2023-05-02,0.14281968272525553
2023-05-03,0.1428468353059712
2023-05-03,0.14115990255583977
2023-05-04,0.14378117743321006
2023-05-05,0.14334528946686462
2023-05-06,0.14306222126808066
2023-05-07,0.14351568248342808
2023-05-08,0.14402606714026644
2023-05-09,0.14420315682351548
2023-05-10,0.14418539441977235
2023-05-11,0.14438723262465633
2023-05-12,0.14491785880188077
2023-05-13,0.14502897738545922
2023-05-14,0.1441109504307203
2023-05-15,0.1426049447193899
2023-05-16,0.14311791694285603
2023-05-17,0.1440603367240267
2023-05-18,0.14318429708858918
2023-05-19,0.1428398555410985
2023-05-20,0.14145750920462472
2023-05-21,0.1426798875000914
2023-05-22,0.14283495947754765
2023-05-23,0.14305622084017025
2023-05-24,0.09720678944320038
2023-05-25,0.15684153338130813
2023-05-26,0.09763766905270517
2023-05-27,0.09495269692049484
2023-05-27,0.0975035059254112
2023-05-28,0.09586081231412028
2023-05-29,0.09791187899023106
2023-05-30,0.09941425047985758
2023-05-31,0.15126823820194638
2023-06-01,0.1448232186266914
2023-06-02,0.14368073340884613
2023-06-03,0.14378658624383034
2023-06-04,0.14325183969797967
2023-06-05,0.14254534893989448
2023-06-06,0.14192368118498735
2023-06-07,0.14149610052098327
2023-06-08,0.14266103177787537
2023-06-09,0.14313103507468022
2023-06-10,0.14376700715200466
