date,servo_stress_index,stress_slope,stress_volatility,stress_trend,instability_score,instability_flag
2021-03-26,0.4104021753868554,0.00046456036718250937,0.04662779633445523,0.37586873630809764,0.2146660150704735,False
2021-03-27,0.3563588688363815,-0.0540433065504739,0.046961416983604634,0.39223288641430326,0.17135872584976952,False
2021-03-28,0.3058442710162077,-0.05051459782017381,0.05181772437344775,0.35753510507981484,0.14813130103674124,False
2021-03-29,0.4096570228401089,0.1038127518239012,0.04675975604764276,0.357286720897566,0.24532428817675336,False
2021-03-30,0.4099839092953546,0.0003268864552457007,0.04676755599901172,0.37516173438389044,0.21444353178405337,False
2021-03-31,0.4110765978363707,0.0010926885410160736,0.04688358079893336,0.4102391766572781,0.21524282164027683,False
2021-04-01,0.4113749567855652,0.00029835894919449935,0.04681933964372786,0.4108118213057635,0.21514085400628652,False
2021-04-02,0.4114209348724837,4.5978086918530003e-05,0.0008242710277031605,0.4112908298314732,0.20588911506785804,False
2021-04-03,0.411916687839114,0.0004957529666302918,0.0007205675391280931,0.41157085983238767,0.20625118331737172,False
2021-04-04,0.4130337206208207,0.0011170327817067172,0.0007708878632033642,0.4121237811108061,0.20700614771756304,False
2021-04-05,0.4136638134369355,0.0006300928161147579,0.0010212866621678704,0.4128714072989567,0.20722519189573574,False
2021-04-06,0.4079349140327853,-0.005728899404150167,0.0022293447593469498,0.41154414936351386,0.20269465614701698,False
2021-04-07,0.3103974228798392,-0.09753749115294613,0.045330591347149674,0.37733205011652,0.13500358236346569,False
2021-04-08,0.4114046318316747,0.10100720895183551,0.04527316389468026,0.37657898958143304,0.24505911138032407,False
2021-04-09,0.4128347786296964,0.0014301467980217253,0.04524935476640553,0.3782122777804034,0.21589630430753584,False
2021-04-10,0.3073642448925431,-0.10547053373715332,0.05582097208463532,0.3772012184513047,0.13320515674205263,False
2021-04-11,0.409203283860467,0.1018390389679239,0.05603899129724605,0.3764674357942355,0.2463611518800599,False
2021-04-12,0.305979339437323,-0.10322394442314403,0.05724044998643435,0.3408489560634444,0.13347057638900514,False
2021-04-13,0.4084262966282617,0.10244695719093871,0.05670650421723592,0.37453630664201726,0.24628853631485964,False
2021-04-14,0.3057696618362498,-0.10265663479201187,0.05611474719842636,0.3400584326339448,0.13331078992020662,False
2021-04-15,0.4098897449819986,0.10412008314574878,0.05658139502096571,0.37469523448217007,0.24749717643891705,False
2021-04-16,0.410370371257045,0.0004806262750464141,0.05679661953343628,0.37534325935843116,0.21668869741772367,False
2021-04-17,0.30730389407351,-0.10306647718353501,0.05643646276740801,0.37585467010418455,0.1340192964351761,False
2021-04-18,0.4123153638283794,0.10501146975486941,0.05714914808524819,0.3766632097196448,0.24909095245770016,False
2021-04-19,0.3056295789280795,-0.1066857849002999,0.05718799601512421,0.3417496122766563,0.13224665319697462,False
2021-04-20,0.3063533921015604,0.0007238131734808584,0.05747089823044365,0.34143277828600643,0.16488801964891317,False
2021-04-21,0.3064936320391028,0.00014023993754241904,0.04735034177346894,0.30615886768958084,0.1627589563555079,False
2021-04-22,0.4115174683185126,0.10502383627940981,0.057927409790898464,0.34145483081972533,0.24885136700125893,False
2021-04-23,0.4112858159963927,-0.00023165232211991293,0.05764483233157863,0.37643230545133605,0.2171023787678761,False
2021-04-24,0.4135705498180941,0.0022847338217014124,0.05790172632511576,0.4121246113776665,0.21905104032058065,False
2021-04-25,0.4093882581961376,-0.004182291621956491,0.04695705115212607,0.41141487467020815,0.2128308518419071,False
2021-04-26,0.4087952924237618,-0.0005929657723758308,0.001895814870934192,0.41058470014599785,0.20459891945435496,False
2021-04-27,0.4107361272292203,0.0019408348054585356,0.0018653337038335499,0.4096398926163732,0.20632338079701443,False
2021-04-28,0.4118302287247724,0.0010941014955520578,0.0019191616775244389,0.4104538827925848,0.20662717714655668,False
2021-04-29,0.4094120008778504,-0.002418227846921972,0.0012306166162230198,0.410659452277281,0.20422665540809323,False
2021-04-30,0.4094813095274167,6.93086495662798e-05,0.0012190901119924033,0.41024117971001317,0.20500526538097671,False
2021-05-01,0.410319043690672,0.0008377341632553326,0.0009969240498659342,0.4097374513653131,0.2056102269042858,False
2021-05-02,0.4106414019528147,0.0003223582621426635,0.0009887548175775687,0.4101472517236345,0.20561515941856565,False
2021-05-03,0.4106330214460802,-8.380506734462223e-06,0.0006085420694055173,0.4105311556965223,0.20543570498490085,False
2021-05-04,0.4118592388730291,0.0012262174269488946,0.0008541108105871183,0.41104455409064133,0.20646830682671663,False
2021-05-05,0.4120442572627122,0.00018501838968310036,0.0007915708268844339,0.41151217252727385,0.20623594831363792,False
2021-05-06,0.4134398322915282,0.0013955750288159874,0.001164816127741384,0.4124477761424232,0.20737155187995718,False
2021-05-07,0.4191860645135484,0.005746232222020198,0.003366860816017333,0.41489005135592955,0.21199027408658372,False
2021-05-08,0.4127729595398081,-0.006413104973740313,0.0030424137923777636,0.4151329521149616,0.2050710310362575,False
2021-05-09,0.413412249076472,0.0006392895366639229,0.0028608885433356952,0.41512375770994286,0.20747008910790232,False
2021-05-10,0.4187897808337218,0.005377531757249809,0.0031799150343178087,0.41499166315000063,0.21164413295089943,False
2021-05-11,0.4105093912216567,-0.00828038961206512,0.0038571389335451513,0.4142371403772835,0.20354200651391782,False
2021-05-12,0.3064797945275068,-0.1040295966941499,0.04812282235666739,0.37859298886096177,0.1316555827268419,False
2021-05-13,0.3064555461530954,-2.4248374411395268e-05,0.05910248259380777,0.3411482439674196,0.16504099508298584,False
2021-05-14,0.4112192720475515,0.1047637258944561,0.0587171403237269,0.3413848709093846,0.24878218185685794,False
2021-05-15,0.3270702440960947,-0.08414902795145679,0.05407760310797135,0.34824835409891386,0.14910593428420457,False
2021-05-16,0.307021529151139,-0.020048714944955692,0.04535169384992437,0.3484370150982617,0.15656648886206767,False
2021-05-17,0.3064099710630216,-0.0006115580881174143,0.04536139129656499,0.31350058143675175,0.1620937963643886,False
2021-05-18,0.3062563694177145,-0.00015360164530708875,0.04538911065954033,0.30656262321062505,0.1621599263471732,False
2021-05-19,0.4126766334740301,0.1064202640563156,0.046028431111461134,0.3417809913182554,0.24747008217620198,False
2021-05-20,0.3069317738826673,-0.10574485959136282,0.04741548908997482,0.3419549255914706,0.13122552688191977,False
2021-05-21,0.4121960894328906,0.10526431555022331,0.05800661069314359,0.3772681655965293,0.249278661520141,False
2021-05-22,0.3505680033846777,-0.061628086048212904,0.0530730062189091,0.3565652889000785,0.16741017712165682,False
2021-05-23,0.4136999481577119,0.06313194477303419,0.04858538879147802,0.39215468032509343,0.23550663526906182,False
2021-05-24,0.4117851031871618,-0.0019148449705500559,0.04843328103624134,0.39201768490985045,0.21500475430966415,False
2021-05-25,0.4123007114497107,0.0005156082625488723,0.027704201655247816,0.4125952542648615,0.21184587853466957,False
2021-05-26,0.4110472946825791,-0.0012534167671315877,0.027583409879798303,0.41171103643981716,0.21066430428710975,False
2021-05-27,0.4138821090640798,0.002834814381500683,0.001224947737317279,0.41241003839878987,0.20803648839395356,False
2021-05-28,0.414236704010038,0.0003545949459581865,0.0013669706420425098,0.4130553692522323,0.20749812461721492,False
2021-05-29,0.4132314177534359,-0.001005286256602067,0.0012888907762806043,0.41378341027585125,0.20657190115499346,False
2021-05-30,0.4168044477491182,0.003573029995682264,0.0020686150115546277,0.414757523170864,0.2098878558755747,False
2021-05-31,0.4121316867645681,-0.004672760984550106,0.0017320339367588938,0.41405585075570733,0.2050104218742708,False
2021-06-01,0.4116139387022479,-0.0005177480623201891,0.002056091393275184,0.413516691071978,0.20606286321108291,False
2021-06-02,0.4102997812433496,-0.0013141574588982907,0.002466012967962947,0.41134846890338855,0.2052488459775979,False
2021-06-03,0.4121970143925275,0.0018972331491778904,0.002465865945001265,0.411370244779375,0.20716085033001735,False
2021-06-04,0.3553139272742534,-0.056883087118274056,0.025165823557367305,0.39260357430337683,0.16562520221311797,False
2021-06-05,0.4117065036860576,0.056392576411804174,0.02511656646094299,0.3930724817842795,0.22779433805875865,False
2021-06-06,0.4148392120755066,0.0031327083894490126,0.025520317794830577,0.3939532143452726,0.21346348211355412,False
2021-06-07,0.4125340085533226,-0.002305203522183996,0.025745245649023033,0.4130265747716289,0.21072449234981072,False
2021-06-08,0.412668247192348,0.0001342386390253969,0.025795839362605814,0.41334715594039234,0.21153356306040277,False
2021-06-09,0.4116452259841469,-0.0010230212082011358,0.0012944198990586368,0.41228249390993915,0.20577459060942482,False
2021-06-10,0.4126420586649122,0.000996832680765336,0.0011814534477281795,0.4123185106138023,0.20685636982623135,False
2021-06-11,0.412753456884603,0.00011139821969080588,0.0004558819185231066,0.4123469138445541,0.20650132429191337,False
2021-06-12,0.4118874097464776,-0.0008660471381254364,0.000513647366180931,0.4124276417653309,0.20578662020503735,False
2021-06-13,0.4138023027755779,0.0019148930291003063,0.0008478940379593788,0.41281438980221946,0.20764519810411092,False
2021-06-14,0.4132463938627764,-0.0005559089128014949,0.0007144607076186049,0.4129787021282773,0.20659931639907148,False
2021-06-15,0.4161064993137172,0.0028601054509407864,0.001588221100133115,0.41438506531735714,0.20922892551216743,False
2021-06-16,0.4111978464515113,-0.004908652862205876,0.0019060828839977072,0.413516913209335,0.20450754394389342,False
2021-06-17,0.4126788364788,0.0014809900272886867,0.0017944312975547187,0.4133277274146761,0.20714260150709754,False
2021-06-18,0.4097332535002838,-0.0029455829785162146,0.0023928837932957006,0.4112033121435317,0.20446152861524616,False
2021-06-19,0.4132037232091246,0.0034704697088407954,0.002390043382940366,0.4118719377294027,0.20812101119380258,False
2021-06-20,0.412330534820821,-0.0008731883883035807,0.001383305026192599,0.41175583717674313,0.20617997189915793,False
2021-06-21,0.4133976178445349,0.0010670830237138884,0.0014789564130774462,0.4129772919581602,0.20731472511199708,False
2021-06-22,0.4166138639636089,0.0032162461190740066,0.0024679882853581784,0.4141140055429882,0.20976540347459827,False
2021-06-23,0.4121274249527712,-0.004486439010837673,0.0018055487173605947,0.4140463022536383,0.2050788905166064,False
2021-06-24,0.4148978348470666,0.002770409894295389,0.0018851286403424737,0.41454637458781557,0.2086570661198904,False
2021-06-25,0.4115480334696412,-0.00334980137742541,0.0020687774983908433,0.4128577644231597,0.20518283182127114,False
2021-06-26,0.4124229194488602,0.0008748859792190311,0.002150692084998689,0.41295626258852264,0.20690406393519556,False
2021-06-27,0.303134112017035,-0.10928880743182523,0.04903799740180138,0.3757016883118454,0.1285880132593302,False
2021-06-28,0.4124861299813943,0.10935201796435928,0.049077198122079745,0.3760143871490966,0.24886411000442088,False
2021-06-29,0.4128240382315211,0.00033790825012680603,0.04883181250626926,0.37614809340998345,0.21627975409205244,False
2021-06-30,0.4116968235648817,-0.0011272146666393978,0.04884790139857598,0.41233566392593235,0.21527982766216422,False
2021-07-01,0.4139417670002115,0.002244943435329827,0.04902262653845513,0.4128208762655381,0.21744889183839572,False
2021-07-02,0.4111370940482525,-0.0028046729519590197,0.0010784464148421986,0.4122585615377819,0.204942834421507,False
2021-07-03,0.4134476934242875,0.002310599376035005,0.001175211447966008,0.4128421848242505,0.20765206881454745,False
2021-07-04,0.4107948256476666,-0.002652867776620882,0.0014096006027227827,0.4117932043734022,0.20488347261139161,False
2021-07-05,0.4117954554356984,0.0010006297880317816,0.001401401207883594,0.41201265816921745,0.20647819689583546,False
2021-07-06,0.4120160913798494,0.00022063594415100418,0.0010251976776702342,0.4115354574877381,0.20627927600870405,False
2021-07-07,0.386177851317544,-0.025838240062305395,0.011592830794017676,0.40332979937769725,0.18765601979888394,False
2021-07-08,0.4126489455163633,0.026471094198819267,0.011484116604835387,0.40361429607125227,0.2165626243387945,False
2021-07-09,0.4125987023192856,-5.024319707769287e-05,0.01167223475035571,0.4038084997177309,0.20861872515059063,False
2021-07-10,0.3084826237958281,-0.1041160785234575,0.045007579909950655,0.3779100905438257,0.13200800432286694,False
2021-07-11,0.4127963216446246,0.10431369784879652,0.045119875211608644,0.37795921591991277,0.24671624521927296,False
2021-07-12,0.3076676594923167,-0.10512866215230787,0.057295935798731344,0.34298220164425647,0.13375441826021228,False
2021-07-13,0.3067504988894024,-0.000917160602914302,0.057549182476524005,0.34240482667544797,0.1646099377591317,False
2021-07-14,0.3077474640838512,0.0009969651944487512,0.04702148899106298,0.3073885408218568,0.1635771193984728,False
2021-07-15,0.3069289281881424,-0.000818535895708794,0.04719322443729086,0.3071422970537987,0.16265754821281675,False
2021-07-16,0.3066834697046247,-0.00024545848351770205,0.0005125675695344116,0.30711995399220604,0.1533706108211639,False
2021-07-17,0.4130236132695255,0.10634014356490085,0.047404769468789264,0.34221200372076416,0.24789480359799088,False
2021-07-18,0.4127823843968216,-0.00024122887270394688,0.05794116189071076,0.37749648912365724,0.21790705591474177,False
2021-07-19,0.4127458865191848,-3.6497877636765264e-05,0.058083088787772394,0.412850628061844,0.21797861165385587,False
2021-07-20,0.4126637666299048,-8.211988928003011e-05,0.04745869382328653,0.41273067918197043,0.2157989861128257,False
2021-07-21,0.306230647788561,-0.10643311884134377,0.04766120113764408,0.3772134336458835,0.1307176284694062,False
2021-07-22,0.413465398669336,0.107234750880775,0.04771148614586381,0.3774532710292673,0.24844542182807328,False
2021-07-23,0.413206383093916,-0.0002590155754200185,0.04775894955024076,0.3776341431839377,0.21607727678438016,False
2021-07-24,0.4127513473631801,-0.00045503573073590875,0.04775955228932556,0.41314104304214405,0.21579107342023437,False
2021-07-25,0.4123485094291405,-0.00040283793403961266,0.04772509267705626,0.4127687466287455,0.2155984218697696,False
2021-07-26,0.4130376845763886,0.0006891751472481444,0.0004300019169645846,0.4127125137895697,0.20681159521576165,False
2021-07-27,0.4129792369281241,-5.844764826451465e-05,0.00033131978929480915,0.4127884769778844,0.20653834812744168,False
2021-07-28,0.3073443007812889,-0.10563493614683522,0.04715269494547842,0.3777870740952672,0.13141220853568955,False
2021-07-29,0.4132113631915389,0.10586706241025001,0.04720447786445156,0.37784496696698394,0.24780669589173476,False
2021-07-30,0.3072014867803905,-0.1060098764111484,0.057950884791324535,0.34258571691773937,0.13338795742511564,False
2021-07-31,0.413812200305575,0.10661071352518448,0.058093023651844274,0.37807501675916816,0.25050791894071167,False
2021-08-01,0.4129755899527976,-0.0008366103527773783,0.05809236340883649,0.37799642567958774,0.21785528455233288,False
2021-08-02,0.4185843231737197,0.005608733220922091,0.04810532794562825,0.41512403781069745,0.22059584714226213,False
2021-08-03,0.4131482479792056,-0.005436075194514112,0.0480987578377649,0.4149027203685743,0.21456305299880155,False
2021-08-04,0.4152014452860902,0.0020531973068846354,0.0023183661754061875,0.4156446721463385,0.20868035507019173,False
2021-08-05,0.4113331344477966,-0.003868310838293587,0.0027855734643440436,0.41322760923769747,0.20506318866527906,False
2021-08-06,0.6000968173093606,0.18876368286156398,0.08301524807658364,0.4755437990144158,0.3732805631284662,True
2021-08-07,0.4124325142749375,-0.1876643030344231,0.08367124558228217,0.4746208220106982,0.16665121534359825,False
2021-08-08,0.4114635359227269,-0.0009689783522106032,0.08386214860616818,0.4746642891690083,0.2222135041769339,False
2021-08-09,0.4157779756663177,0.004314439743590803,0.08380253471926,0.413224675287994,0.22594382670008809,False
2021-08-10,0.4121104500702676,-0.003667525596050103,0.08371303169787923,0.4131173205531041,0.2216975736958946,False
2021-08-11,0.414976073825102,0.002865623754834401,0.0019023781472374789,0.4142881665205624,0.2087281996684488,False
2021-08-12,0.4127895848095628,-0.0021864890155391947,0.0018655728955003239,0.41329203623497746,0.20611196027921969,False
2021-08-13,0.359732250903857,-0.05305733390570577,0.024277600470792367,0.3958326365128406,0.16880444537437525,False
2021-08-14,0.4134633496158978,0.05373109871204079,0.023995305538059418,0.3953283951097726,0.22765006552917302,False
2021-08-15,0.4123465825617912,-0.0011167670541066266,0.024018888596749187,0.39518072769384865,0.21064203888401345,False
2021-08-16,0.412599075277309,0.0002524927155178047,0.023736074928654594,0.41280300248499935,0.21112250043904074,False
2021-08-17,0.412723906313218,0.00012483103590898992,0.023728756974110685,0.41255652138410603,0.21114515386220384,False
2021-08-18,0.4159032126091212,0.003179306295903239,0.0014558585869844413,0.4137420647332161,0.2091965699107285,False
2021-08-19,0.4128829773339941,-0.0030202352751271255,0.0014732970225497112,0.41383669875211115,0.20583007748896887,False
2021-08-20,0.4135542064550805,0.0006712291210864141,0.0013754757765973354,0.41411346546606526,0.20725356711918563,False
2021-08-21,0.3074620758830126,-0.1060921305720679,0.04755762431094875,0.37796641989069574,0.1314149236320757,False
2021-08-22,0.4118850711871701,0.1044229953041575,0.04746986739188899,0.37763378450842106,0.2467634076632101,False
2021-08-23,0.4121978725048524,0.0003128013176822986,0.047036950851001964,0.37718167319167833,0.2156001668179313,False
2021-08-24,0.4126971316494522,0.0004992591445998062,0.04701599352980437,0.4122600251138249,0.2159015422740669,False
2021-08-25,0.4169805859277791,0.004283454278326881,0.04743978456536222,0.4139585300273612,0.21926328616046006,False
2021-08-26,0.4135886752079977,-0.003391910719781399,0.0020655465660610853,0.4144221309284097,0.20618987370127664,False
2021-08-27,0.4148471993318099,0.0012585241238122213,0.0019168042851824432,0.4151388201558623,0.20818451776008512,False
2021-08-28,0.4125272714557196,-0.002319927876090311,0.001840861302862501,0.41365438199850907,0.20593582962560522,False
2021-08-29,0.4125285289606486,1.2575049290197704e-06,0.0018748585000988862,0.41330099991605934,0.20663961343182277,False
2021-08-30,0.4112961441744673,-0.0012323847861813175,0.0013321562989651917,0.41211731486361186,0.20554478791117228,False
2021-08-31,0.4120601328263211,0.0007639886518537864,0.0013264948247228008,0.4119616019871457,0.20652456197366126,False
2021-09-01,0.4124161085341724,0.00035597570785128596,0.0005225789290847227,0.41192412851165355,0.20641936276525852,False
2021-09-02,0.4127207600687103,0.00030465153453790306,0.0005617493765114654,0.41239900047640127,0.2065641253700188,False
2021-09-03,0.416010277021466,0.0032895169527557,0.0018178166223283866,0.4137157152081162,0.2093555569210254,False
2021-09-04,0.4111197976752299,-0.0048904793462360985,0.0018579974237940377,0.41328361158846877,0.20446435451850292,False
2021-09-05,0.41306837259458,0.0019485749193501323,0.0018026383562103616,0.4133994824304253,0.2074792864443371,False
2021-09-06,0.4127924282361476,-0.0002759443584324228,0.0017763290286320634,0.4123268661686525,0.2066686966162705,False
2021-09-07,0.4124234854861761,-0.00036894274997151255,0.0017987995546812183,0.4127614287723012,0.2064608198290328,False
2021-09-08,0.4125271444347309,0.00010365894855479674,0.000750901326345076,0.41258101938568487,0.2064448501672009,False
2021-09-09,0.4123054160775156,-0.0002217283572152895,0.00030696737268417573,0.4124186819994742,0.20614758300613006,False
2021-09-10,0.4182946436418372,0.005989227564321631,0.002592270148913537,0.4143757347180279,0.2114625441199978,False
2021-09-11,0.4119535707730671,-0.0063410728687701146,0.002688513045029876,0.4141845434974733,0.2046121661349085,False
2021-09-12,0.4138290649168142,0.0018754941437471029,0.0026203188616695824,0.4146924264439062,0.20800124447386514,False
2021-09-13,0.676659387724027,0.2628303228072128,0.11744920085914583,0.500814007804636,0.4406686308760065,True
2021-09-14,0.4117195176698811,-0.26493987005414593,0.11751719643786841,0.5007359901035741,0.14988123710627044,False
2021-09-15,0.4114032876001109,-0.00031623006977016255,0.11826182629429051,0.499927397664673,0.2292591400379825,False
2021-09-16,0.4121347183384078,0.000731430738296901,0.11824149556675395,0.4117525078694666,0.22993508750404376,False
2021-09-17,0.4126179779388296,0.0004832596004217815,0.118374073136704,0.41205199462578274,0.23012878147688215,False
2021-09-18,0.4114973308103061,-0.0011206471285234998,0.0005021927551400871,0.41208334236251454,0.20551290981762402,False
2021-09-19,0.4166181364428429,0.005120805632536807,0.0021614181119562867,0.4135778150639928,0.21027759353357375,False
2021-09-20,0.4112728106989898,-0.005345325743853102,0.002183985865823477,0.4131294259840463,0.20446960479950366,False
2021-09-21,0.4135415284650425,0.002268717766052697,0.0021628273906978425,0.4138108252022918,0.20788394504047664,False
2021-09-22,0.411146037924423,-0.0023954905406194937,0.0023394296641605665,0.41198679236281843,0.20532225773285778,False
2021-09-23,0.4132187671627927,0.0020727292383697082,0.002220655895632707,0.4126354445174194,0.2076753335320338,False
2021-09-24,0.4125530649262707,-0.0006657022365220144,0.00109835445069787,0.41230595667116215,0.2062964926823183,False
2021-09-25,0.3081858085836728,-0.10436725634259791,0.04671114525618582,0.37798588022424545,0.13212495644029418,False
2021-09-26,0.4176639085894887,0.10947810000581593,0.047225941772163424,0.37946759403314406,0.2511205726509218,False
2021-09-27,0.4074040784301236,-0.010259830159365102,0.04688607254995185,0.37775126520109503,0.21000130467724265,False
2021-09-28,0.4149038852697366,0.007499806839612988,0.0470841160199976,0.41332395742978295,0.21911870789075172,False
2021-09-29,0.4119625220723548,-0.0029413631973818077,0.04702081421384779,0.411423495257405,0.21450301491973242,False
2021-09-30,0.4125545268182978,0.0005920047459430089,0.0038050534543422796,0.4131403113867964,0.20721587552380025,False
2021-10-01,0.4126876494847685,0.00013312266647069748,0.002751786305607147,0.41240156612514034,0.2069341188034469,False
2021-10-02,0.4115853680328186,-0.0011022814519499047,0.0012900755723396023,0.41227584811196155,0.20572001469529222,False
2021-10-03,0.4116711502010786,8.578216825999574e-05,0.0005047980060257773,0.4119813892395552,0.20596226935222245,False
2021-10-04,0.4105764527800538,-0.001094697421024804,0.0008537915224170592,0.41127765700465035,0.20513057546820285,False
2021-10-28,0.4131268927024932,0.002550439922439418,0.0010030513613601645,0.4117914985612085,0.20752918860025046,False
2021-10-29,0.4118258455671501,-0.0013010471353431252,0.0009099265199123384,0.41184306368323237,0.20570459394695456,False
2021-10-30,0.4125436828649484,0.0007178372977983405,0.0009640192080700896,0.4124988070448639,0.20667999646342772,False
2021-10-31,0.4111893176902715,-0.001354365174676908,0.0010211058020919935,0.4118529487074567,0.2053925704531511,False
2021-11-01,0.3071426263405045,-0.10404669134976702,0.04697599366628001,0.3769585422985748,0.13175250449857814,False
2021-11-02,0.4130039565905308,0.10586133025002631,0.046961655529930466,0.37711196687376897,0.24765270847625936,False
2021-11-03,0.3075107035308825,-0.1054932530596483,0.05747051448986798,0.34255242882063924,0.13360147874552036,False
2021-11-04,0.4125432566787767,0.10503255314789423,0.05747043613244898,0.37768597226673,0.24927548151024642,False
